instances/J100M10
instances/J100M10/J100M10N1
PFT,15832,36.8144
PFT_NEH,15703,38.8224
LPT,17507,0.074594
MinMax,16439,3.66785
mNEH,15659,1.66062
PW,15926,6.51534
GRASP_NEH,15589,3.58101
instances/J200M20/J200M20N3
NEH,15970,2.53929
PF,15847,37.5056
PF_NEH,15794,40.3761
PFT,15834,36.7898
PFT_NEH,15809,38.8041
LPT,17716,0.076895
MinMax,16948,3.6353
mNEH,15665,1.56362
PW,15617,6.17939
GRASP_NEH,15781,3.62129
instances/J200M20/J200M20N4
NEH,15928,2.60414
PF,15827,37.9706
PF_NEH,15716,38.8052
PFT,15662,37.2116
PFT_NEH,15737,38.9916
LPT,17659,0.072687
MinMax,16771,3.66682
mNEH,15702,1.57313
PW,15955,6.08887
GRASP_NEH,15734,3.62873
instances/J200M20/J200M20N5
NEH,15749,2.59965
PF,15259,37.4011
PF_NEH,15657,39.9323
PFT,15211,37.3767
PFT_NEH,15695,38.6312
LPT,17398,0.073714
MinMax,16708,3.64526
mNEH,15595,1.56696
PW,15384,6.05865
GRASP_NEH,15598,3.73931
instances/J200M20/J200M20N6
NEH,15923,2.52783
PF,15861,37.7843
PF_NEH,15757,38.3414
PFT,15593,36.7019
PFT_NEH,15746,38.4457
LPT,17582,0.074144
MinMax,16696,3.66046
mNEH,15702,1.85819
PW,15829,10.6761
GRASP_NEH,15628,6.24052
instances/J200M20/J200M20N7
NEH,15943,2.60075
PF,15737,36.9694
PF_NEH,15751,38.1263
PFT,15734,36.4254
PFT_NEH,15768,38.106
LPT,17686,0.075911
MinMax,16636,3.63599
mNEH,15719,1.60524
PW,15670,6.09511
GRASP_NEH,15635,3.60743
instances/J200M20/J200M20N8
NEH,15968,1.9869
PF,15789,37.2053
PF_NEH,15737,37.9467
PFT,15738,36.6775
PFT_NEH,15735,38.318
LPT,17723,0.125989
MinMax,16360,4.17064
mNEH,15669,1.77579
PW,15806,6.16523
GRASP_NEH,15722,3.62655
instances/J200M20/J200M20N9
NEH,15969,2.33233
PF,15664,38.3876
PF_NEH,15709,38.4607
PFT,15701,36.9714
PFT_NEH,15794,38.8903
LPT,17507,0.074498
MinMax,16572,3.66021
mNEH,15644,1.57525
PW,15745,6.0604
GRASP_NEH,15577,3.62697
instances/J200M5
instances/J200M5/J200M5N1
NEH,12960,0.737973
PF,12125,13.8202
PF_NEH,12735,11.7141
PFT,12049,11.1735
PFT_NEH,12777,11.7059
LPT,14939,0.081368
MinMax,12741,0.96345
mNEH,12815,0.595728
PW,12056,2.85042
GRASP_NEH,12743,1.88649
instances/J200M5/J200M5N10
NEH,12673,0.7114
PF,11888,12.068
PF_NEH,12432,11.5971
PFT,11949,11.0219
PFT_NEH,12522,11.4562
LPT,14802,0.07489
MinMax,12532,0.971234
mNEH,12641,0.553445
PW,12017,2.89381
GRASP_NEH,12323,1.91218
instances/J200M5/J200M5N2
NEH,12368,0.918113
PF,11830,14.2818
PF_NEH,12260,11.2807
PFT,11666,11.1838
PFT_NEH,12247,11.777
LPT,14678,0.079602
MinMax,12592,1.08822
mNEH,12438,0.567572
PW,11714,2.90632
GRASP_NEH,12204,1.89219
instances/J200M5/J200M5N3
NEH,12809,0.864444
PF,12102,12.4796
PF_NEH,12445,11.4124
PFT,12176,11.3813
PFT_NEH,12519,11.8928
LPT,14972,0.12174
MinMax,12750,0.953348
mNEH,12733,0.549562
PW,12098,2.8307
GRASP_NEH,12451,1.90119
instances/J200M5/J200M5N4
NEH,12772,0.888004
PF,12132,12.8686
PF_NEH,12635,11.7767
PFT,12060,11.2404
PFT_NEH,12521,11.5741
LPT,15002,0.07669
MinMax,12740,0.922643
mNEH,12732,0.559755
PW,12064,2.9011
GRASP_NEH,12602,1.86621
instances/J200M5/J200M5N5
NEH,12857,0.911846
PF,12265,12.3271
PF_NEH,12584,11.4642
PFT,12238,11.1157
PFT_NEH,12639,11.6939
LPT,14856,0.076883
MinMax,12892,1.00575
mNEH,12752,0.552872
PW,12200,2.85308
GRASP_NEH,12533,1.87856
instances/J200M5/J200M5N6
NEH,12446,0.743448
PF,11815,12.5754
PF_NEH,12397,11.5736
PFT,11768,11.2063
PFT_NEH,12322,11.621
LPT,14737,0.127014
MinMax,12630,0.996524
mNEH,12490,0.552445
PW,11724,2.84333
GRASP_NEH,12371,1.89244
instances/J200M5/J200M5N7
NEH,13131,0.760221
PF,12218,11.9074
PF_NEH,12727,12.0112
PFT,12130,11.2082
PFT_NEH,12642,11.6992
LPT,15055,0.076628
MinMax,12886,1.01507
mNEH,12932,0.578326
PW,12131,2.83258
GRASP_NEH,12710,1.91189
instances/J200M5/J200M5N8
NEH,12737,0.714693
PF,12039,13.3829
PF_NEH,12525,11.6202
PFT,11934,11.1375
PFT_NEH,12491,11.6742
LPT,14813,0.079736
MinMax,12523,0.988231
mNEH,12664,0.570436
PW,11864,2.85629
GRASP_NEH,12500,1.877
instances/J200M5/J200M5N9
NEH,12702,0.71486
PF,11977,12.2615
PF_NEH,12453,11.5203
PFT,12073,11.3926
PFT_NEH,12413,11.5899
LPT,14865,0.074144
MinMax,12616,1.02135
mNEH,12611,0.585748
PW,11941,2.90152
GRASP_NEH,12448,1.89251
instances/J20M10
instances/J20M10/J20M10N1
NEH,1767,0.023664
PF,2060,0.050226
PF_NEH,1851,0.057963
PFT,2009,0.043578
PFT_NEH,1843,0.053813
LPT,2106,0.003498
MinMax,1955,0.02099
mNEH,1798,0.016275
PW,1869,0.069878
GRASP_NEH,2060,0.038913
instances/J20M10/J20M10N10
NEH,1854,0.024571
PF,2012,0.048951
PF_NEH,1889,0.059303
PFT,2002,0.043442
PFT_NEH,1878,0.055578
LPT,2203,0.004061
MinMax,1983,0.021395
mNEH,1841,0.016228
PW,2071,0.048306
GRASP_NEH,2012,0.039569
instances/J20M10/J20M10N2
NEH,1903,0.03588
PF,2130,0.105446
PF_NEH,1939,0.124558
PFT,2157,0.097782
PFT_NEH,1939,0.10636
LPT,2210,0.007425
MinMax,2104,0.034713
mNEH,1910,0.024201
PW,2166,0.087594
GRASP_NEH,2130,0.078172
instances/J20M10/J20M10N3
NEH,1772,0.022223
PF,1900,0.04843
PF_NEH,1729,0.05338
PFT,1811,0.039426
PFT_NEH,1740,0.048792
LPT,2052,0.003222
MinMax,1909,0.019625
mNEH,1749,0.014611
PW,1816,0.042051
GRASP_NEH,1900,0.031504
instances/J20M10/J20M10N4
NEH,1622,0.029755
PF,1823,0.048122
PF_NEH,1639,0.058058
PFT,1887,0.044606
PFT_NEH,1618,0.05368
LPT,1899,0.003396
MinMax,1860,0.020979
mNEH,1663,0.015995
PW,1853,0.064709
GRASP_NEH,1823,0.044079
instances/J20M10/J20M10N5
NEH,1722,0.022317
PF,1921,0.044774
PF_NEH,1726,0.053441
PFT,1906,0.039908
PFT_NEH,1711,0.04973
LPT,2061,0.003336
MinMax,1871,0.019539
mNEH,1680,0.014704
PW,1920,0.041988
GRASP_NEH,1921,0.031826
instances/J20M10/J20M10N6
NEH,1679,0.022252
PF,1800,0.047297
PF_NEH,1673,0.054011
PFT,1800,0.078506
PFT_NEH,1673,0.049316
LPT,2025,0.00327
MinMax,1880,0.01969
mNEH,1657,0.015068
PW,1862,0.042265
GRASP_NEH,1800,0.033056
instances/J20M10/J20M10N7
NEH,1738,0.021837
PF,1818,0.044671
PF_NEH,1731,0.054102
PFT,1826,0.040243
PFT_NEH,1728,0.049467
LPT,2114,0.003331
MinMax,1797,0.019427
mNEH,1735,0.014792
PW,1832,0.042096
GRASP_NEH,1818,0.031642
instances/J20M10/J20M10N8
NEH,1814,0.021229
PF,2005,0.04459
PF_NEH,1809,0.053348
PFT,2019,0.039892
PFT_NEH,1809,0.048932
LPT,2126,0.003117
MinMax,2152,0.019446
mNEH,1843,0.014629
PW,1868,0.042234
GRASP_NEH,2005,0.034192
instances/J20M10/J20M10N9
NEH,1832,0.022763
PF,1988,0.058679
PF_NEH,1877,0.053885
PFT,1888,0.040271
PFT_NEH,1821,0.050028
LPT,2271,0.003262
MinMax,1981,0.019804
mNEH,1805,0.014925
PW,1919,0.042121
GRASP_NEH,1988,0.034713
instances/J20M20
instances/J20M20/J20M20N1
NEH,2530,0.030947
PF,2758,0.062774
PF_NEH,2569,0.126812
PFT,2758,0.0588
PFT_NEH,2569,0.075623
LPT,2834,0.004816
MinMax,2751,0.036997
mNEH,2594,0.02699
PW,2783,0.066261
GRASP_NEH,2758,0.039747
instances/J20M20/J20M20N10
NEH,2425,0.030545
PF,2689,0.073557
PF_NEH,2461,0.13487
PFT,2629,0.063481
PFT_NEH,2451,0.081889
LPT,2822,0.004981
MinMax,2766,0.039671
mNEH,2367,0.029206
PW,2598,0.071468
GRASP_NEH,2689,0.046858
instances/J20M20/J20M20N2
NEH,2285,0.034307
PF,2643,0.068174
PF_NEH,2291,0.116208
PFT,2686,0.065365
PFT_NEH,2299,0.084391
LPT,2711,0.006108
MinMax,2645,0.041246
mNEH,2299,0.031047
PW,2660,0.075599
GRASP_NEH,2643,0.098475
instances/J20M20/J20M20N3
NEH,2564,0.034583
PF,2868,0.067989
PF_NEH,2703,0.085763
PFT,2832,0.063094
PFT_NEH,2652,0.081974
LPT,2798,0.005286
MinMax,2764,0.039669
mNEH,2582,0.050935
PW,2862,0.066524
GRASP_NEH,2868,0.041498
instances/J20M20/J20M20N4
NEH,2399,0.032214
PF,2739,0.065022
PF_NEH,2477,0.087171
