call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,6720,6517,1,6517,6517,20.048
2,6548,6505,1,6505,6505,40.1205
3,6505,6505,1,6505,6505,60.2066
4,6521,6521,0,6505,6505,80.2754
5,6539,6499,1,6499,6499,100.333
6,6521,6483,1,6483,6483,120.399
7,6488,6485,0,6483,6483,140.474
8,6535,6500,0,6483,6483,160.53
9,6522,6461,1,6461,6461,180.585
10,6478,6437,1,6437,6437,200.649
11,6488,6374,1,6374,6374,220.715
12,6407,6407,0,6374,6374,240.785
13,6403,6403,0,6374,6374,260.837
14,6374,6374,1,6374,6374,280.903
15,6435,6428,0,6374,6374,300.962
16,6457,6457,0,6374,6374,321.013
17,6385,6378,1,6378,6374,341.081
18,6420,6417,0,6378,6374,361.142
19,6432,6418,0,6378,6374,381.194
20,6389,6370,1,6370,6370,401.252
21,6441,6418,0,6370,6370,421.319
22,6410,6407,0,6370,6370,441.369
23,6415,6415,0,6370,6370,461.436
24,6478,6447,0,6370,6370,481.503
25,6402,6386,0,6370,6370,501.558
26,6425,6394,0,6370,6370,521.62
27,6436,6427,0,6370,6370,541.673
28,6391,6388,0,6370,6370,561.722
29,6365,6361,1,6361,6361,581.789
30,6419,6400,0,6361,6361,601.854
31,6369,6358,1,6358,6358,621.915
32,6386,6386,0,6358,6358,641.977
33,6377,6371,0,6358,6358,662.028
34,6387,6385,0,6358,6358,682.079
35,6377,6377,0,6358,6358,702.132
36,6374,6359,1,6359,6358,722.186
37,6466,6466,0,6359,6358,742.253
38,6399,6359,1,6359,6358,762.314
39,6411,6411,0,6359,6358,782.383
40,6389,6379,0,6359,6358,802.442
41,6390,6386,0,6359,6358,822.498
42,6409,6383,0,6359,6358,842.562
43,6365,6356,1,6356,6356,862.626
44,6360,6360,0,6356,6356,882.685
45,6417,6407,0,6356,6356,902.736
46,6424,6395,0,6356,6356,922.789
47,6388,6379,0,6356,6356,942.854
48,6357,6357,1,6357,6356,962.918
49,6378,6371,0,6357,6356,982.978
50,6405,6405,0,6357,6356,1003.04
51,6392,6392,0,6357,6356,1023.09
52,6420,6392,0,6357,6356,1043.15
53,6363,6363,0,6357,6356,1063.21
54,6407,6387,0,6357,6356,1083.28
55,6412,6392,0,6357,6356,1103.34
56,6370,6370,0,6357,6356,1123.39
57,6418,6418,0,6357,6356,1143.46
58,6380,6379,0,6357,6356,1163.52
59,6436,6400,0,6357,6356,1183.58
60,6373,6358,0,6357,6356,1203.65
61,6370,6359,0,6357,6356,1223.71
62,6393,6345,1,6345,6345,1243.78
63,6357,6357,0,6345,6345,1263.85
64,6378,6375,0,6345,6345,1283.92
65,6345,6345,1,6345,6345,1303.99
66,6349,6337,1,6337,6337,1324.06
67,6378,6370,0,6337,6337,1344.12
68,6393,6381,0,6337,6337,1364.19
69,6404,6392,0,6337,6337,1384.25
70,6428,6428,0,6337,6337,1404.3
71,6326,6313,1,6313,6313,1424.36
72,6367,6367,0,6313,6313,1444.42
73,6313,6313,1,6313,6313,1464.47
74,6349,6349,0,6313,6313,1484.54
75,6367,6367,0,6313,6313,1504.61
76,6353,6350,0,6313,6313,1524.65
77,6342,6342,0,6313,6313,1544.71
78,6367,6359,0,6313,6313,1564.76
79,6345,6332,0,6313,6313,1584.82
80,6323,6323,0,6313,6313,1604.87
81,6313,6313,1,6313,6313,1624.93
82,6390,6372,0,6313,6313,1645
83,6355,6355,0,6313,6313,1665.06
84,6338,6338,0,6313,6313,1685.12
85,6393,6353,0,6313,6313,1705.19
86,6347,6338,0,6313,6313,1725.25
87,6336,6336,0,6313,6313,1745.31
88,6376,6376,0,6313,6313,1765.36
89,6384,6374,0,6313,6313,1785.42
90,6335,6302,1,6302,6302,1805.47
91,6391,6391,0,6302,6302,1825.54
92,6336,6331,0,6302,6302,1845.6
93,6302,6302,1,6302,6302,1865.65
94,6331,6331,0,6302,6302,1885.72
95,6358,6350,0,6302,6302,1905.78
96,6302,6293,1,6293,6293,1925.82
97,6377,6377,0,6293,6293,1945.9
98,6356,6344,0,6293,6293,1965.97
99,6359,6359,0,6293,6293,1986.02
100,6325,6309,0,6293,6293,2006.07
