call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,6720,6588,1,6588,6588,0.338235
2,6615,6543,1,6543,6543,0.678187
3,6562,6494,1,6494,6494,1.02189
4,6509,6464,1,6464,6464,1.35739
5,6500,6454,1,6454,6454,1.69447
6,6454,6410,1,6410,6410,2.03849
7,6468,6426,0,6410,6410,2.3736
8,6442,6422,0,6410,6410,2.70173
9,6418,6410,1,6410,6410,3.03601
10,6433,6391,1,6391,6391,3.36663
11,6442,6370,1,6370,6370,3.70564
12,6414,6412,0,6370,6370,4.04732
13,6426,6384,0,6370,6370,4.37409
14,6384,6372,0,6370,6370,4.69231
15,6377,6371,1,6371,6370,5.01784
16,6403,6385,0,6371,6370,5.34363
17,6413,6404,0,6371,6370,5.66354
18,6425,6407,0,6371,6370,5.99155
19,6418,6389,0,6371,6370,6.31523
20,6395,6370,1,6370,6370,6.63785
21,6392,6354,1,6354,6354,6.97028
22,6400,6365,0,6354,6354,7.30946
23,6387,6356,1,6356,6354,7.63527
24,6377,6353,1,6353,6353,7.97635
25,6395,6383,0,6353,6353,8.30692
26,6408,6368,0,6353,6353,8.62937
27,6399,6360,0,6353,6353,8.9617
28,6374,6355,1,6355,6353,9.28712
29,6401,6371,0,6355,6353,9.6163
30,6355,6355,1,6355,6353,9.94304
31,6355,6355,1,6355,6353,10.2682
32,6391,6367,0,6355,6353,10.5977
33,6368,6359,0,6355,6353,10.9177
34,6371,6325,1,6325,6325,11.2488
35,6348,6341,0,6325,6325,11.5749
36,6413,6381,0,6325,6325,11.899
37,6348,6344,0,6325,6325,12.2301
38,6329,6299,1,6299,6299,12.5481
39,6292,6292,1,6292,6292,12.8727
40,6337,6319,0,6292,6292,13.2
41,6378,6352,0,6292,6292,13.5198
42,6337,6320,0,6292,6292,13.8374
43,6302,6279,1,6279,6279,14.1589
44,6317,6289,0,6279,6279,14.4846
45,6325,6321,0,6279,6279,14.8053
46,6327,6297,0,6279,6279,15.134
47,6301,6287,0,6279,6279,15.4535
