call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,14276,14074,1,14074,14074,52.7963
2,14091,13959,1,13959,13959,105.2
3,14009,13925,1,13925,13925,158.65
4,13932,13909,1,13909,13909,211.182
5,13904,13888,1,13888,13888,264.068
6,13949,13932,0,13888,13888,316.895
7,13909,13885,1,13885,13885,369.55
8,13942,13909,0,13885,13885,422.343
9,13888,13872,1,13872,13872,474.981
10,13872,13872,1,13872,13872,527.466
11,13902,13875,1,13875,13872,580.342
12,13891,13879,0,13875,13872,633.219
13,13948,13886,0,13875,13872,686.126
14,13913,13894,0,13875,13872,738.728
15,13907,13887,0,13875,13872,791.328
16,13894,13880,1,13880,13872,844.06
17,13915,13848,1,13848,13848,896.608
18,13858,13801,1,13801,13801,949.245
19,13832,13821,0,13801,13801,1001.7
20,13825,13798,1,13798,13798,1054.34
21,13828,13782,1,13782,13782,1106.96
22,13782,13774,1,13774,13774,1159.87
23,13818,13798,0,13774,13774,1212.64
24,13785,13776,1,13776,13774,1265.52
25,13776,13774,1,13774,13774,1318.38
26,13839,13777,1,13777,13774,1371.35
27,13817,13762,1,13762,13762,1423.93
28,13810,13755,1,13755,13755,1476.95
29,13785,13775,0,13755,13755,1529.62
30,13776,13748,1,13748,13748,1582.32
31,13794,13775,0,13748,13748,1635.07
32,13778,13758,0,13748,13748,1688.04
33,13828,13804,0,13748,13748,1740.84
34,13785,13766,0,13748,13748,1793.69
35,13749,13722,1,13722,13722,1846.69
36,13722,13707,1,13707,13707,1899.66
37,13707,13692,1,13692,13692,1952.25
38,13717,13705,0,13692,13692,2005.33
