call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,36204,36181,1,36181,36181,34.2014
2,36233,36225,0,36181,36181,68.3406
3,36224,36207,0,36181,36181,102.445
4,36181,36179,1,36179,36179,138.549
5,36191,36188,0,36179,36179,172.83
6,36214,36208,0,36179,36179,207.003
7,36197,36196,0,36179,36179,241.386
8,36178,36165,1,36165,36165,275.509
9,36165,36151,1,36151,36151,309.692
10,36165,36160,0,36151,36151,344.048
11,36197,36191,0,36151,36151,378.205
12,36151,36148,1,36148,36148,412.356
13,36145,36142,1,36142,36142,446.577
14,36142,36139,1,36139,36139,480.794
15,36185,36174,0,36139,36139,515.435
16,36135,36120,1,36120,36120,550.424
17,36153,36135,0,36120,36120,584.564
18,36156,36146,0,36120,36120,618.68
19,36151,36151,0,36120,36120,652.879
20,36136,36130,0,36120,36120,687.022
21,36133,36127,0,36120,36120,721.171
22,36120,36119,1,36119,36119,755.282
23,36221,36205,0,36119,36119,789.549
24,36119,36112,1,36112,36112,823.677
25,36132,36121,0,36112,36112,857.918
26,36144,36133,0,36112,36112,892.064
27,36174,36163,0,36112,36112,926.187
28,36110,36099,1,36099,36099,960.373
29,36110,36105,0,36099,36099,994.537
30,36134,36128,0,36099,36099,1028.69
31,36166,36161,0,36099,36099,1062.88
32,36119,36112,0,36099,36099,1097.04
33,36099,36094,1,36094,36094,1131.15
34,36117,36106,0,36094,36094,1165.34
35,36094,36088,1,36088,36088,1199.47
36,36088,36088,1,36088,36088,1233.61
37,36088,36088,1,36088,36088,1267.74
38,36120,36104,0,36088,36088,1301.87
39,36145,36141,0,36088,36088,1335.98
40,36109,36098,0,36088,36088,1370.14
41,36142,36139,0,36088,36088,1404.25
42,36080,36038,1,36038,36038,1438.37
43,36059,36054,0,36038,36038,1472.74
44,36052,36045,0,36038,36038,1506.91
45,36088,36076,0,36038,36038,1541.02
46,36064,36043,0,36038,36038,1575.21
47,36081,36063,0,36038,36038,1609.33
48,36038,36034,1,36034,36034,1643.57
49,36067,36058,0,36034,36034,1677.83
50,36030,36026,1,36026,36026,1711.97
51,36026,36022,1,36022,36022,1746.16
52,36041,36033,0,36022,36022,1780.33
53,36052,36044,0,36022,36022,1814.45
54,36022,36019,1,36019,36019,1848.57
55,36054,36042,0,36019,36019,1883.07
56,36019,36017,1,36017,36017,1917.24
57,36035,36035,0,36017,36017,1951.46
58,36064,36056,0,36017,36017,1985.62
59,36045,36033,0,36017,36017,2019.78
