call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,14276,13984,1,13984,13984,52.8321
2,14024,13966,1,13966,13966,95.4959
3,13979,13827,1,13827,13827,150.092
4,13873,13784,1,13784,13784,194.497
5,13856,13811,0,13784,13784,235.875
6,13813,13784,1,13784,13784,275.2
7,13841,13817,0,13784,13784,319.393
8,13829,13807,0,13784,13784,361.186
9,13830,13771,1,13771,13771,405.475
10,13816,13800,0,13771,13771,446.214
11,13775,13766,1,13766,13766,486.667
12,13766,13766,1,13766,13766,524.495
13,13803,13796,0,13766,13766,565.821
14,13788,13766,1,13766,13766,605.088
15,13838,13750,1,13750,13750,647.211
16,13776,13742,1,13742,13742,693.029
17,13802,13755,0,13742,13742,735.144
18,13796,13772,0,13742,13742,775.814
19,13822,13807,0,13742,13742,815.482
20,13814,13757,0,13742,13742,861.713
21,13742,13742,1,13742,13742,898.907
22,13787,13757,0,13742,13742,941.702
23,13742,13742,1,13742,13742,978.827
24,13742,13742,1,13742,13742,1016.08
25,13763,13751,0,13742,13742,1058.14
26,13820,13780,0,13742,13742,1098.43
27,13742,13742,1,13742,13742,1135.55
28,13781,13735,1,13735,13735,1178.85
29,13735,13735,1,13735,13735,1216.03
30,13735,13735,1,13735,13735,1253.29
31,13798,13769,0,13735,13735,1293.41
32,13827,13787,0,13735,13735,1334.94
33,13751,13743,0,13735,13735,1374.65
34,13770,13753,0,13735,13735,1414.84
35,13760,13738,1,13738,13735,1456.1
36,13808,13770,0,13738,13735,1497.36
37,13765,13737,1,13737,13735,1536.66
38,13739,13738,0,13737,13735,1576.48
39,13758,13752,0,13737,13735,1616.73
40,13737,13737,1,13737,13735,1654.05
41,13799,13753,0,13737,13735,1694.97
42,13766,13738,0,13737,13735,1736.68
43,13758,13742,0,13737,13735,1778.05
44,13784,13772,0,13737,13735,1819.05
45,13773,13737,1,13737,13735,1859.01
46,13770,13755,0,13737,13735,1899.85
47,13756,13756,0,13737,13735,1937.06
48,13789,13741,0,13737,13735,1977.12
49,13777,13736,0,13737,13735,2019.04
