call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,6720,6354,1,6354,6354,39.0426
2,6409,6343,1,6343,6343,47.8953
3,6343,6343,1,6343,6343,50.5441
4,6421,6299,1,6299,6299,88.1473
5,6320,6299,1,6299,6299,91.5532
6,6327,6299,1,6299,6299,94.754
7,6372,6306,0,6299,6299,108.02
8,6339,6307,1,6307,6299,113.875
9,6321,6307,1,6307,6299,119.218
10,6371,6279,1,6279,6279,137.675
11,6279,6279,1,6279,6279,140.325
12,6296,6264,1,6264,6264,148.432
13,6325,6281,0,6264,6264,153.863
14,6264,6264,1,6264,6264,156.397
15,6264,6264,1,6264,6264,159.021
16,6264,6264,1,6264,6264,161.672
17,6289,6283,0,6264,6264,167.34
18,6324,6264,1,6264,6264,176.114
19,6311,6284,0,6264,6264,193.295
20,6401,6278,0,6264,6264,218
21,6301,6265,1,6265,6264,234.143
22,6321,6237,1,6237,6237,262.089
23,6355,6263,0,6237,6237,281.114
24,6274,6244,0,6237,6237,287.268
25,6305,6236,1,6236,6236,300.876
26,6257,6236,1,6236,6236,303.898
27,6269,6236,1,6236,6236,306.872
28,6236,6236,1,6236,6236,309.501
29,6236,6236,1,6236,6236,312.046
30,6267,6239,0,6236,6236,317.593
31,6310,6284,0,6236,6236,331.217
32,6288,6237,1,6237,6236,337.309
33,6283,6231,1,6231,6231,356.015
34,6263,6249,0,6231,6231,368.679
35,6244,6231,1,6231,6231,371.721
36,6231,6231,1,6231,6231,374.273
37,6263,6209,1,6209,6209,388.016
38,6209,6209,1,6209,6209,390.582
39,6281,6235,0,6209,6209,396.338
40,6327,6210,0,6209,6209,423.869
41,6212,6209,1,6209,6209,428.986
42,6259,6209,1,6209,6209,437.726
43,6225,6222,0,6209,6209,440.712
44,6209,6209,1,6209,6209,443.341
45,6266,6221,0,6209,6209,457.136
46,6270,6168,1,6168,6168,489.558
47,6210,6190,0,6168,6168,500.418
48,6230,6211,0,6168,6168,506.27
49,6168,6168,1,6168,6168,508.841
50,6168,6168,1,6168,6168,511.396
51,6196,6168,1,6168,6168,514.458
52,6208,6185,0,6168,6168,525.141
53,6201,6168,1,6168,6168,528.111
54,6214,6168,1,6168,6168,531.528
55,6297,6168,1,6168,6168,537.951
56,6226,6190,0,6168,6168,553.528
57,6229,6180,1,6180,6168,562.152
58,6200,6180,1,6180,6168,565.013
59,6180,6180,1,6180,6168,567.583
60,6194,6180,1,6180,6168,572.706
61,6255,6188,0,6180,6168,584.134
62,6228,6180,1,6180,6168,591.772
63,6244,6176,1,6176,6168,603.162
64,6230,6202,0,6176,6168,609.341
65,6176,6176,1,6176,6168,611.971
66,6209,6176,1,6176,6168,623.598
67,6339,6215,0,6176,6168,642.664
68,6249,6204,0,6176,6168,663.272
69,6176,6176,1,6176,6168,665.816
70,6240,6184,1,6184,6168,691.933
71,6184,6184,1,6184,6168,694.51
72,6213,6184,1,6184,6168,699.613
73,6210,6184,1,6184,6168,704.749
74,6233,6184,1,6184,6168,713.027
75,6253,6191,0,6184,6168,734.328
76,6248,6184,1,6184,6168,739.894
77,6184,6184,1,6184,6168,742.448
78,6184,6184,1,6184,6168,745.088
79,6241,6208,0,6184,6168,755.997
80,6240,6191,0,6184,6168,772.302
81,6226,6222,0,6184,6168,777.366
82,6184,6184,1,6184,6168,779.922
83,6248,6184,1,6184,6168,790.444
84,6248,6184,1,6184,6168,796.215
85,6184,6184,1,6184,6168,798.776
86,6238,6188,0,6184,6168,817.197
87,6246,6191,0,6184,6168,823.24
88,6207,6184,1,6184,6168,826.308
89,6184,6184,1,6184,6168,828.869
90,6202,6184,1,6184,6168,831.717
91,6269,6188,0,6184,6168,855.594
92,6290,6184,1,6184,6168,864.008
93,6241,6223,0,6184,6168,874.469
94,6267,6217,0,6184,6168,877.512
95,6219,6196,0,6184,6168,885.774
96,6227,6184,1,6184,6168,893.396
97,6184,6184,1,6184,6168,895.94
98,6232,6184,1,6184,6168,905.224
99,6263,6184,1,6184,6168,919.761
100,6212,6184,1,6184,6168,924.844
101,6213,6184,1,6184,6168,930.345
102,6261,6195,0,6184,6168,952.066
103,6225,6184,1,6184,6168,958.067
104,6184,6184,1,6184,6168,960.615
105,6269,6196,0,6184,6168,976.521
106,6230,6201,0,6184,6168,979.447
107,6290,6248,0,6184,6168,985.065
108,6236,6203,0,6184,6168,990.6
109,6230,6200,0,6184,6168,993.768
110,6234,6202,0,6184,6168,1012.46
111,6184,6184,1,6184,6168,1015.04
112,6215,6187,0,6184,6168,1024.29
113,6263,6210,0,6184,6168,1034.99
114,6259,6226,0,6184,6168,1040.83
115,6225,6184,1,6184,6168,1046.56
116,6213,6188,0,6184,6168,1057.5
117,6207,6184,1,6184,6168,1062.57
118,6219,6200,0,6184,6168,1071.15
119,6184,6184,1,6184,6168,1073.69
120,6184,6184,1,6184,6168,1076.25
121,6295,6233,0,6184,6168,1089.66
122,6199,6184,1,6184,6168,1094.77
123,6184,6184,1,6184,6168,1097.31
124,6235,6184,1,6184,6168,1103.22
125,6232,6206,0,6184,6168,1111.49
126,6184,6184,1,6184,6168,1114.02
127,6222,6184,1,6184,6168,1120.18
128,6234,6184,1,6184,6168,1129.2
129,6238,6190,1,6190,6168,1148.09
130,6249,6175,1,6175,6168,1154.05
131,6175,6175,1,6175,6168,1156.61
132,6213,6187,0,6175,6168,1170.16
133,6216,6192,0,6175,6168,1183.9
134,6242,6175,1,6175,6168,1195.32
135,6268,6213,0,6175,6168,1203.59
136,6242,6186,0,6175,6168,1231.61
137,6234,6179,1,6179,6168,1255.99
138,6307,6182,0,6179,6168,1262.61
139,6249,6193,0,6179,6168,1273.39
140,6179,6179,1,6179,6168,1275.95
141,6243,6203,0,6179,6168,1282
142,6179,6179,1,6179,6168,1284.57
143,6179,6179,1,6179,6168,1287.14
144,6279,6182,1,6182,6168,1298.92
145,6182,6182,1,6182,6168,1301.48
146,6202,6182,1,6182,6168,1304.43
147,6247,6174,1,6174,6168,1313.93
148,6198,6174,1,6174,6168,1319.4
149,6221,6195,0,6174,6168,1327.58
150,6235,6224,0,6174,6168,1333.13
151,6197,6174,1,6174,6168,1336.14
152,6211,6174,1,6174,6168,1341.71
153,6216,6204,0,6174,6168,1353.03
154,6277,6174,1,6174,6168,1359.29
155,6241,6176,0,6174,6168,1370.05
156,6174,6174,1,6174,6168,1372.6
157,6192,6179,0,6174,6168,1378.09
158,6174,6174,1,6174,6168,1380.65
159,6194,6173,1,6173,6168,1386.69
160,6208,6173,1,6173,6168,1389.53
161,6173,6173,1,6173,6168,1392.07
162,6205,6197,0,6173,6168,1399.67
163,6173,6173,1,6173,6168,1402.2
164,6194,6170,1,6170,6168,1408.22
165,6245,6176,0,6170,6168,1425.39
166,6213,6170,1,6170,6168,1433.51
167,6192,6170,1,6170,6168,1436.41
168,6224,6164,1,6164,6164,1447.61
169,6262,6205,0,6164,6164,1471.6
170,6199,6164,1,6164,6164,1479.11
171,6239,6186,0,6164,6164,1485.25
172,6248,6164,1,6164,6164,1493.65
173,6199,6195,0,6164,6164,1499.68
174,6184,6164,1,6164,6164,1502.63
175,6164,6164,1,6164,6164,1505.16
176,6184,6172,0,6164,6164,1513.24
177,6220,6164,1,6164,6164,1519.1
178,6275,6202,0,6164,6164,1535.18
179,6164,6164,1,6164,6164,1537.7
180,6244,6198,0,6164,6164,1551.24
181,6194,6178,0,6164,6164,1556.82
182,6164,6164,1,6164,6164,1559.34
183,6164,6164,1,6164,6164,1561.86
184,6187,6164,1,6164,6164,1567.45
185,6228,6152,1,6152,6152,1589.6
186,6152,6152,1,6152,6152,1592.16
187,6186,6176,0,6152,6152,1599.68
188,6152,6152,1,6152,6152,1602.22
189,6158,6152,1,6152,6152,1605.32
190,6258,6154,1,6154,6152,1619.92
