instance,iteration,initial_cost,final_best_cost,n_calls,call_of_best,avg_improvement_per_call,time_ms,time_limit_ms,note
J20M5N1,1,1457,1374,14353,532,39.2605,2000.04,2000,
J20M5N1,2,1457,1374,14023,532,39.3106,2000.05,2000,
J20M5N1,3,1457,1374,12624,532,39.3857,2000.03,2000,
J20M5N1,4,1457,1374,12448,532,39.4031,2000.02,2000,
J20M5N1,5,1457,1374,12481,532,39.4156,2000.09,2000,
J20M10N1,1,1843,1698,9095,1138,47.4199,2000.14,2000,
J20M10N1,2,1843,1698,9012,1138,47.3473,2000.16,2000,
J20M10N1,3,1843,1698,9021,1138,47.3317,2000.2,2000,
J20M10N1,4,1843,1698,9007,1138,47.3528,2000.06,2000,
J20M10N1,5,1843,1698,9039,1138,47.31,2000.16,2000,
J20M20N1,1,2569,2436,5107,1378,37.4421,2000.04,2000,
J20M20N1,2,2569,2436,5089,1378,37.4641,2000.03,2000,
J20M20N1,3,2569,2436,5098,1378,37.4345,2000.01,2000,
J20M20N1,4,2569,2436,5084,1378,37.4502,2000.44,2000,
J20M20N1,5,2569,2436,5118,1378,37.4601,2000.37,2000,
J50M5N1,1,3252,2995,1364,664,38.0066,2000.82,2000,
J50M5N1,2,3252,2995,1373,664,37.9556,2000.39,2000,
J50M5N1,3,3252,2995,1371,664,37.9854,2000.92,2000,
J50M5N1,4,3252,2995,1370,664,37.9664,2001,2000,
J50M5N1,5,3252,2995,1370,664,37.9664,2000.3,2000,
J50M10N1,1,3794,3652,815,264,33.1607,2003.61,2000,
J50M10N1,2,3794,3652,815,264,33.1607,2006.61,2000,
J50M10N1,3,3794,3652,815,264,33.1607,2001.74,2000,
J50M10N1,4,3794,3652,815,264,33.1607,2003.55,2000,
J50M10N1,5,3794,3652,815,264,33.1607,2003.51,2000,
J50M20N1,1,4787,4512,461,140,29.2798,2003.27,2000,
J50M20N1,2,4787,4512,462,140,29.4242,2001,2000,
J50M20N1,3,4787,4512,463,140,29.3672,2001.24,2000,
J50M20N1,4,4787,4512,463,140,29.3672,2003.15,2000,
J50M20N1,5,4787,4512,463,140,29.3672,2003.36,2000,
J100M5N1,1,6709,6148,157,130,32.3312,2001.2,2000,
J100M5N1,2,6709,6148,158,130,32.3987,2008.53,2000,
J100M5N1,3,6709,6148,157,130,32.3312,2004.84,2000,
J100M5N1,4,6709,6148,157,130,32.3312,2001,2000,
J100M5N1,5,6709,6148,158,130,32.3987,2011.61,2000,
J100M10N1,1,7380,7084,81,65,38.1111,2033.84,2000,
J100M10N1,2,7380,7084,80,65,37.8,2001.44,2000,
J100M10N1,3,7380,7084,81,65,38.1111,2027.29,2000,
J100M10N1,4,7380,7084,81,65,38.1111,2032.87,2000,
J100M10N1,5,7380,7084,79,65,38.2785,2005.76,2000,
J100M20N1,1,8254,7862,37,34,40.6216,2017.43,2000,
J100M20N1,2,8254,7862,37,34,40.6216,2023.76,2000,
J100M20N1,3,8254,7862,37,34,40.6216,2019.06,2000,
J100M20N1,4,8254,7862,37,34,40.6216,2019.28,2000,
J100M20N1,5,8254,7862,37,34,40.6216,2013.58,2000,
J200M5N1,1,12777,12777,1,0,760,2488.42,2000,
J200M5N1,2,12777,12777,1,0,760,2505,2000,
J200M5N1,3,12777,12777,1,0,760,2492.34,2000,
J200M5N1,4,12777,12777,1,0,760,2493.51,2000,
J200M5N1,5,12777,12777,1,0,760,2504.1,2000,
J200M10N1,1,14235,14235,1,0,650,4036.69,2000,
J200M10N1,2,14235,14235,1,0,650,4022.1,2000,
J200M10N1,3,14235,14235,1,0,650,4019.83,2000,
J200M10N1,4,14235,14235,1,0,650,4030.28,2000,
J200M10N1,5,14235,14235,1,0,650,4014.87,2000,
J200M20N1,1,15517,15517,1,0,327,3060.96,2000,
J200M20N1,2,15517,15517,1,0,327,3063.38,2000,
J200M20N1,3,15517,15517,1,0,327,3063.63,2000,
J200M20N1,4,15517,15517,1,0,327,3064.59,2000,
J200M20N1,5,15517,15517,1,0,327,3058.25,2000,
J500M5N1,1,28876,28876,1,0,314,17978,2000,
J500M5N1,2,28876,28876,1,0,314,17980.1,2000,
J500M5N1,3,28876,28876,1,0,314,17918.3,2000,
J500M5N1,4,28876,28876,1,0,314,17957.1,2000,
J500M5N1,5,28876,28876,1,0,314,17945.2,2000,
J500M10N1,1,32679,32679,1,0,353,31269,2000,
J500M10N1,2,32679,32679,1,0,353,31209.5,2000,
J500M10N1,3,32679,32679,1,0,353,31221.6,2000,
J500M10N1,4,32679,32679,1,0,353,31236.8,2000,
J500M10N1,5,32679,32679,1,0,353,31207,2000,
J500M20N1,1,36188,36188,1,0,427,47586.4,2000,
J500M20N1,2,36188,36188,1,0,427,47649.4,2000,
J500M20N1,3,36188,36188,1,0,427,47661.1,2000,
J500M20N1,4,36188,36188,1,0,427,47658.3,2000,
J500M20N1,5,36188,36188,1,0,427,47673.3,2000,
