instance,iteration,initial_cost,final_best_cost,n_calls,call_of_best,avg_improvement_per_call,time_ms,time_limit_ms,note
J20M5N1,1,1457,1374,30778,790,30.8288,2000.04,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M5N1,2,1457,1374,30745,790,30.823,2000.07,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M5N1,3,1457,1374,30816,790,30.8264,2000.08,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M5N1,4,1457,1374,30569,790,30.8278,2000.04,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M5N1,5,1457,1374,30821,790,30.8304,2000.03,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M10N1,1,1843,1698,18815,34,43.9088,2000.06,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M10N1,2,1843,1698,18814,34,43.9097,2000.03,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M10N1,3,1843,1698,18708,34,43.887,2000.04,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M10N1,4,1843,1698,18824,34,43.9129,2000.03,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M10N1,5,1843,1698,18760,34,43.8997,2000.01,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M20N1,1,2569,2436,10813,2308,31.5577,2000.09,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M20N1,2,2569,2436,10811,2308,31.5626,2000.08,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M20N1,3,2569,2436,10832,2308,31.5546,2000.14,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M20N1,4,2569,2436,10821,2308,31.5595,2000.08,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J20M20N1,5,2569,2436,10794,2308,31.5624,2000.06,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M5N1,1,3252,3005,4014,1807,23.7626,2000.09,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M5N1,2,3252,3005,4045,1807,23.7535,2000.34,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M5N1,3,3252,3005,4039,1807,23.7626,2000.08,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M5N1,4,3252,3005,4049,1807,23.7404,2000.11,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M5N1,5,3252,3005,4065,1807,23.7181,2000.1,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M10N1,1,3794,3635,2310,2154,24.658,2000.06,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M10N1,2,3794,3635,2313,2154,24.7185,2000.09,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M10N1,3,3794,3635,2310,2154,24.658,2000.35,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M10N1,4,3794,3635,2310,2154,24.658,2000.25,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M10N1,5,3794,3635,2310,2154,24.658,2000.79,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M20N1,1,4787,4501,1236,1072,28.0663,2000.28,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M20N1,2,4787,4501,1233,1072,28.0414,2000.88,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M20N1,3,4787,4501,1235,1072,28.0575,2000.41,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M20N1,4,4787,4501,1235,1072,28.0575,2000.77,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J50M20N1,5,4787,4501,1236,1072,28.0663,2001.08,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M5N1,1,6709,6189,681,553,17.6241,2002.01,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M5N1,2,6709,6189,679,553,17.6539,2001.95,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M5N1,3,6709,6189,677,553,17.6809,2002.58,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M5N1,4,6709,6189,674,553,17.7211,2002.95,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M5N1,5,6709,6189,681,553,17.6241,2002.72,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M10N1,1,7380,7095,367,230,28.3787,2002.3,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M10N1,2,7380,7095,366,230,28.3634,2000.3,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M10N1,3,7380,7095,368,230,28.4239,2002.89,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M10N1,4,7380,7095,367,230,28.3787,2004.09,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M10N1,5,7380,7095,367,230,28.3787,2003.48,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M20N1,1,8254,7863,186,172,30.3817,2008.92,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M20N1,2,8254,7863,186,172,30.3817,2001.61,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M20N1,3,8254,7863,186,172,30.3817,2001.71,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M20N1,4,8254,7863,186,172,30.3817,2000.36,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J100M20N1,5,8254,7863,183,172,30.4863,2003.28,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M5N1,1,12777,12267,98,88,19.9796,2002.28,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M5N1,2,12777,12267,98,88,19.9796,2000.6,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M5N1,3,12777,12263,99,98,20.3636,2020.26,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M5N1,4,12777,12267,98,88,19.9796,2006.5,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M5N1,5,12777,12263,99,98,20.3636,2017.64,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M10N1,1,14235,13735,49,28,33.6327,2019.04,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M10N1,2,14235,13735,49,28,33.6327,2015.21,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M10N1,3,14235,13735,49,28,33.6327,2018.97,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M10N1,4,14235,13735,49,28,33.6327,2024.69,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M10N1,5,14235,13735,49,28,33.6327,2018.61,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M20N1,1,15517,15120,24,23,42.5833,2056.85,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M20N1,2,15517,15120,24,23,42.5833,2047.91,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M20N1,3,15517,15120,24,23,42.5833,2063.09,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M20N1,4,15517,15120,24,23,42.5833,2051.39,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J200M20N1,5,15517,15120,24,23,42.5833,2051.93,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M5N1,1,28876,28791,6,1,17.8333,2093.9,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M5N1,2,28876,28791,6,1,17.8333,2097.43,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M5N1,3,28876,28791,6,1,17.8333,2094.72,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M5N1,4,28876,28791,6,1,17.8333,2091.3,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
