instance,iteration,initial_cost,final_best_cost,n_calls,call_of_best,avg_improvement_per_call,time_ms,time_limit_ms,note
J500M5N1,5,28876,28791,6,1,17.8333,2093.96,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M10N1,1,32679,32423,3,1,120.667,2001.01,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M10N1,2,32679,32419,4,3,90.5,2623.04,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M10N1,3,32679,32423,3,1,120.667,2002.42,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M10N1,4,32679,32423,3,1,120.667,2001.64,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M10N1,5,32679,32419,4,3,90.5,2625.42,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M20N1,1,36188,35885,2,1,202,2831.11,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M20N1,2,36188,35885,2,1,202,2820.99,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M20N1,3,36188,35885,2,1,202,2835.35,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M20N1,4,36188,35885,2,1,202,2821.34,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
J500M20N1,5,36188,35885,2,1,202,2830.56,2000,k=2 (best-swap-ig) never contributes: see best-swap-ig's bug
