instance,iteration,initial_cost,final_cost,improvement_abs,improvement_pct,time_ms,note
J500M5N1,3,38991,30800,8191,21.0074,2000.1,iters=23468 final_T=8.979159 current_cost=31025
J500M5N1,4,38991,30800,8191,21.0074,2000.17,iters=23459 final_T=8.979522 current_cost=31030
J500M5N1,5,38991,30800,8191,21.0074,2000.14,iters=23612 final_T=8.973356 current_cost=31076
J500M10N1,1,41294,34451,6843,16.5714,2000.14,iters=19541 final_T=9.088961 current_cost=34664
J500M10N1,2,41294,34451,6843,16.5714,2000.18,iters=19530 final_T=9.089415 current_cost=34690
J500M10N1,3,41294,34451,6843,16.5714,2000.15,iters=18991 final_T=9.111729 current_cost=34673
J500M10N1,4,41294,34451,6843,16.5714,2000.24,iters=19480 final_T=9.091480 current_cost=34718
J500M10N1,5,41294,34451,6843,16.5714,2000.15,iters=19640 final_T=9.084875 current_cost=34660
J500M20N1,1,43146,37770,5376,12.46,2000.12,iters=10366 final_T=9.440531 current_cost=37989
J500M20N1,2,43146,37770,5376,12.46,2000.27,iters=10519 final_T=9.433724 current_cost=37920
J500M20N1,3,43146,37770,5376,12.46,2000.23,iters=10530 final_T=9.433235 current_cost=37901
J500M20N1,4,43146,37770,5376,12.46,2000.3,iters=10416 final_T=9.438305 current_cost=37918
J500M20N1,5,43146,37770,5376,12.46,2000.15,iters=10457 final_T=9.436481 current_cost=37901
